Month,Make,AccidentArea,MonthClaimed,VehicleCategory,VehiclePrice,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,AddressChange_Claim,NumberOfCars,BasePolicy,FraudFound_P,RegistrationDate
Oct,Mazda,Urban,Oct,Sport,20323,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Dec,Toyota,Urban,Dec,Sedan,34543,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Aug,Honda,Urban,Aug,Sedan,21722,400,4,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Mar,Honda,Urban,Mar,Sport,69408,400,2,more than 30,more than 30,2 to 4,25 and under,No,,External,no change,1 vehicle,Liability,0,01:01.0
Feb,Pontiac,Urban,Feb,Sport,22717,400,1,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Feb,Honda,Urban,Mar,Sport,99586,400,3,more than 30,more than 30,more than 4,25 and under,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Feb,Honda,Urban,Mar,Sedan,26886,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Feb,Pontiac,Urban,Feb,Sport,24628,400,3,more than 30,more than 30,more than 4,over 25,No,No,External,4 to 8 years,2 vehicles,Liability,0,01:01.0
Mar,Mazda,Urban,Apr,Sedan,21800,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Mar,Honda,Urban,Apr,Sport,90227,400,2,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Feb,Chevrolet,Urban,Mar,Sport,33118,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Mar,Honda,Rural,Jun,Sedan,22155,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Mar,Accura,Urban,Mar,Sedan,38290,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jun,Pontiac,Urban,Jun,Utility,96973,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Dec,Mazda,Urban,Jan,Sedan,28197,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Aug,Pontiac,Urban,Aug,Sport,25553,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Mar,Saab,Urban,Mar,Sedan,38404,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Mar,Pontiac,Urban,Mar,Sedan,9079,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Apr,Mazda,Urban,May,Sedan,23110,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jun,Chevrolet,Urban,Jun,Sedan,95630,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
May,Honda,Urban,Jun,Sport,90005,400,4,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Apr,Accura,Urban,May,Sedan,86488,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jun,Toyota,Urban,Jun,Sport,31619,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jun,Pontiac,Urban,Jun,Sport,32831,400,3,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jul,Honda,Urban,Jul,Sedan,31443,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jul,Pontiac,Urban,Jul,Sport,26104,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,3 to 4,Liability,0,01:01.0
Jun,Toyota,Urban,Jul,Sedan,25676,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Aug,Pontiac,Urban,Aug,Sedan,25129,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jul,Honda,Urban,Jul,Sedan,26690,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,4 to 8 years,2 vehicles,Collision,0,01:01.0
Oct,Mazda,Urban,Oct,Sport,30389,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Oct,Honda,Urban,Oct,Sedan,30468,700,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Apr,Chevrolet,Urban,Apr,Sedan,25201,400,2,more than 30,more than 30,none,over 25,No,,External,no change,1 vehicle,Collision,0,01:01.0
Jun,Pontiac,Urban,Jun,Sedan,21627,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Apr,Mazda,Urban,Jul,Sport,86845,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jun,Honda,Urban,Jul,Sport,76545,500,2,more than 30,more than 30,none,over 25,No,No,External,2 to 3 years,1 vehicle,Collision,0,01:01.0
Nov,Toyota,Urban,Nov,Sedan,22455,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Oct,Pontiac,Urban,Nov,Sedan,30329,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Oct,Mazda,Urban,Oct,Sport,36349,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Aug,Mazda,Urban,Aug,Sedan,37963,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jul,Chevrolet,Urban,Jul,Sedan,21617,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jul,Mazda,Urban,Jul,Sedan,28275,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jun,Mazda,Urban,Jun,Sedan,21133,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Mar,Pontiac,Urban,Mar,Sedan,2810,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Mar,Pontiac,Urban,Mar,Utility,81059,400,4,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Mar,Toyota,Urban,Mar,Sedan,30629,400,3,more than 30,more than 30,more than 4,25 and under,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Oct,Honda,Urban,Nov,Sedan,20568,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Oct,Mazda,Urban,Oct,Sedan,25011,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Oct,Toyota,Urban,Oct,Sedan,20821,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Sep,Pontiac,Urban,Oct,Sedan,7812,400,1,more than 30,more than 30,none,over 25,No,No,External,4 to 8 years,2 vehicles,Collision,0,01:01.0
Jul,Accura,Urban,Jul,Sport,30047,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jun,Chevrolet,Urban,Jun,Sedan,25365,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
May,Accura,Urban,Jun,Sedan,47784,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
May,Honda,Urban,Jun,Sedan,6093,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Apr,Pontiac,Rural,Apr,Sport,21068,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Apr,Saab,Urban,Apr,Sedan,30219,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Apr,Toyota,Urban,Apr,Sport,37501,400,3,more than 30,more than 30,more than 4,over 25,No,No,External,1 year,1 vehicle,Liability,0,01:01.0
Nov,Toyota,Urban,Nov,Sedan,45139,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jun,Mazda,Urban,Jun,Sport,24850,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Apr,Pontiac,Urban,Apr,Sedan,17546,400,2,8 to 15,15 to 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Mar,Dodge,Urban,Sep,Sedan,33243,700,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Mar,Chevrolet,Urban,Mar,Utility,73266,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Mar,Mazda,Urban,Mar,Sedan,25939,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Mar,Chevrolet,Urban,Mar,Sedan,30007,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,3 to 4,Collision,0,01:01.0
Jul,Toyota,Urban,Jul,Sedan,22017,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Aug,Mazda,Urban,Aug,Sport,33675,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Nov,Pontiac,Urban,Nov,Sedan,23809,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Nov,Honda,Urban,Nov,Sedan,23970,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,4 to 8 years,2 vehicles,Collision,0,01:01.0
Dec,Pontiac,Rural,Dec,Sedan,35311,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
May,Toyota,Urban,May,Sport,23628,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jun,Toyota,Urban,Jun,Sedan,33004,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Aug,Pontiac,Urban,Aug,Sport,26364,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Aug,Chevrolet,Urban,Aug,Sedan,21367,400,1,more than 30,more than 30,none,over 25,Yes,No,External,no change,1 vehicle,Collision,0,01:01.0
Aug,Pontiac,Urban,Aug,Sport,34932,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Sep,Pontiac,Urban,Sep,Sedan,28173,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Oct,Toyota,Urban,Oct,Sedan,1436,400,3,more than 30,more than 30,none,over 25,No,,External,no change,1 vehicle,All Perils,0,01:01.0
Nov,Honda,Urban,Nov,Sedan,23563,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Nov,VW,Urban,Nov,Sport,31798,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Nov,Toyota,Urban,Nov,Sedan,24411,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Nov,Honda,Urban,Dec,Sport,23278,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Nov,Dodge,Urban,Nov,Sport,60744,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Dec,Pontiac,Urban,Dec,Sedan,19096,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Dec,Mazda,Urban,Dec,Sedan,33739,500,4,more than 30,more than 30,1,over 25,No,No,External,2 to 3 years,1 vehicle,Collision,0,01:01.0
Dec,Chevrolet,Urban,Dec,Sport,26037,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Nov,Pontiac,Urban,Nov,Sedan,73298,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Oct,Pontiac,Urban,Oct,Sport,20410,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Oct,Toyota,Urban,Oct,Sport,88405,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Sep,Honda,Urban,Sep,Sport,31645,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jun,Honda,Urban,Jul,Sport,28893,400,4,more than 30,more than 30,1,over 25,No,No,External,4 to 8 years,2 vehicles,Liability,0,01:01.0
Sep,Pontiac,Urban,Sep,Sport,38178,700,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Aug,Pontiac,Urban,Sep,Sedan,20488,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Aug,Chevrolet,Urban,Aug,Sedan,33880,400,4,more than 30,more than 30,2 to 4,over 25,Yes,No,Internal,no change,1 vehicle,Collision,0,01:01.0
Jun,Toyota,Urban,Jun,Sedan,24790,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Aug,Toyota,Urban,Aug,Sedan,10765,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Aug,VW,Urban,Aug,Sedan,89710,400,1,more than 30,more than 30,none,over 25,Yes,No,External,no change,1 vehicle,All Perils,0,01:01.0
Mar,Pontiac,Urban,Apr,Sedan,27633,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Mar,Honda,Urban,Mar,Sedan,34828,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Feb,Pontiac,Urban,Mar,Sedan,28375,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Dec,Mazda,Urban,Dec,Sedan,23492,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Dec,Mazda,Urban,Feb,Sedan,25077,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Dec,Ford,Urban,Dec,Sedan,57445,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Nov,Honda,Urban,Nov,Sedan,88902,400,3,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Nov,Accura,Urban,Nov,Sport,38585,400,2,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Nov,Mazda,Urban,Nov,Sedan,34698,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jul,Pontiac,Urban,Jul,Sedan,20160,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,3 to 4,Collision,0,01:01.0
Jul,Toyota,Urban,Jul,Sedan,23643,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Feb,Accura,Urban,Feb,Sport,33245,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jan,Chevrolet,Urban,Feb,Sedan,79635,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jan,Toyota,Rural,Jan,Sedan,21551,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jan,Mazda,Urban,Jan,Sport,27767,400,2,more than 30,more than 30,more than 4,over 25,No,No,External,4 to 8 years,2 vehicles,Liability,0,01:01.0
Jan,Pontiac,Urban,Jan,Sport,26411,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Feb,Honda,Urban,Feb,Sport,28656,400,3,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Feb,Chevrolet,Rural,Feb,Sedan,86612,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Mar,Mazda,Urban,Mar,Sedan,36285,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Mar,Chevrolet,Urban,Mar,Sport,37169,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Apr,Pontiac,Urban,Apr,Sedan,26132,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Feb,Toyota,Rural,Mar,Sedan,32419,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Mar,Honda,Rural,Mar,Sport,21931,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Mar,,Urban,Mar,Sport,21860,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jun,Chevrolet,Urban,Jul,Sport,53594,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Nov,Dodge,Urban,Nov,Sedan,27018,700,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Oct,Mazda,Urban,Nov,Sport,26779,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Mar,Mazda,Urban,Apr,Sedan,16482,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Apr,Toyota,Urban,Jun,Sedan,22477,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
May,Mazda,Urban,May,Sedan,22236,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Apr,Pontiac,Urban,Jul,Sedan,10634,400,4,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jun,Mazda,Urban,Jun,Sport,23466,400,4,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jun,Pontiac,Urban,Jun,Sedan,26783,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jul,Pontiac,Urban,Jul,Sport,20220,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jun,Honda,Urban,Jul,Sedan,28264,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jun,Toyota,Urban,Jun,Sedan,25397,400,2,more than 30,more than 30,none,over 25,No,No,External,4 to 8 years,2 vehicles,Collision,0,01:01.0
Aug,Toyota,Urban,Aug,Sport,26186,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jul,Accura,Urban,Jul,Sedan,31055,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jul,Pontiac,Urban,Jul,Sedan,20082,500,1,more than 30,more than 30,1,over 25,No,No,External,2 to 3 years,1 vehicle,All Perils,0,01:01.0
Aug,Toyota,Rural,Aug,Sedan,22381,400,3,more than 30,more than 30,2 to 4,over 25,Yes,No,External,no change,1 vehicle,Collision,0,01:01.0
Jun,Mazda,Urban,Jul,Sedan,23651,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Mar,Pontiac,Urban,Mar,Sport,23975,,1,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Mar,Honda,Urban,Mar,Sport,24136,400,3,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Apr,Pontiac,Rural,Apr,Sedan,4996,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Apr,Toyota,Urban,Apr,Sport,30806,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jul,Honda,Urban,Jul,Sport,36346,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Nov,Toyota,Urban,Nov,Sedan,26425,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Nov,Mazda,Urban,Dec,Utility,69507,400,3,more than 30,more than 30,more than 4,over 25,No,No,External,no change,3 to 4,All Perils,0,01:01.0
Nov,Toyota,Urban,Nov,Sedan,23421,400,1,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
May,Honda,Urban,May,Sedan,23952,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jun,Mazda,Urban,Jun,Sedan,37735,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jul,Pontiac,Urban,Jul,Sedan,95238,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jun,Mazda,Rural,Jul,Sport,89684,400,1,more than 30,more than 30,1,over 25,Yes,No,External,4 to 8 years,2 vehicles,Collision,0,01:01.0
Jul,Pontiac,Urban,Jul,Sedan,8108,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jun,Pontiac,Urban,Jul,Sedan,35981,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Aug,Mercury,Urban,Aug,Sedan,98314,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Aug,Saturn,Urban,Aug,Sedan,92777,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Sep,Mazda,Urban,Sep,Sedan,25245,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Sep,Pontiac,Urban,Sep,Sedan,35180,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Oct,Pontiac,Urban,Oct,Sport,37967,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Oct,Pontiac,Urban,Nov,Sedan,21081,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Nov,Mercury,Rural,Nov,Sedan,23513,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Nov,Mazda,Urban,Nov,Sedan,20134,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Nov,Toyota,Urban,Dec,Sedan,28068,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Dec,Pontiac,Urban,Jan,Sedan,22559,400,2,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Dec,Pontiac,Urban,Dec,Sport,31124,400,2,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Apr,Honda,Urban,Apr,Sedan,33221,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jun,Toyota,Urban,Jun,Sedan,37546,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
May,Toyota,Urban,May,Sedan,20246,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
May,Toyota,Urban,Jun,Sedan,22896,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
Jul,Accura,Urban,Aug,Sedan,34881,400,1,more than 30,more than 30,more than 4,over 25,No,Yes,External,no change,1 vehicle,All Perils,0,01:01.0
Sep,Pontiac,Urban,Sep,Sport,21000,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Sep,Pontiac,Urban,Sep,Sport,27079,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Aug,Chevrolet,Urban,Aug,Sport,46121,400,4,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Nov,Mazda,Urban,Nov,Sport,31416,400,1,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Nov,Pontiac,Rural,Nov,Sport,32048,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jun,Mazda,Urban,Jun,Sedan,24479,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Oct,Honda,Urban,Oct,Sport,24765,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Aug,Honda,Urban,Aug,Sedan,20423,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Aug,Toyota,Urban,Aug,Sport,25931,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Jul,Mazda,Urban,Jul,Sedan,26398,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Jul,Mazda,Urban,Aug,Sport,37748,700,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
May,Chevrolet,Urban,May,Sport,35973,500,2,more than 30,more than 30,1,over 25,No,No,External,2 to 3 years,1 vehicle,Liability,0,01:01.0
Apr,Toyota,Urban,May,Sedan,27014,400,4,15 to 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Apr,Pontiac,Urban,Apr,Sport,23393,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,3 to 4,Liability,0,01:01.0
Apr,Mazda,Urban,Apr,Sport,20397,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Dec,Honda,Urban,Dec,Sport,32304,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Dec,Honda,Urban,Dec,Sedan,24734,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0,01:01.0
Dec,Honda,Urban,Dec,Sport,23962,400,4,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0,01:01.0
Dec,Honda,Urban,Dec,Sedan,27132,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0,01:01.0
