Month,Make,AccidentArea,MonthClaimed,Sex,MaritalStatus,Fault,VehicleCategory,VehiclePrice,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,AddressChange_Claim,NumberOfCars,BasePolicy,FraudFound_P,PolicyNumber,Year,RegistrationDate
Dec,Pontiac,Urban,Jan,Female,Married,Policy Holder,Utility,46151,400,1.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,667561627,2023,2017-05-30 00:01:01.000001
Mar,Pontiac,Urban,Mar,Female,Single,Policy Holder,Sport,21393,400,1.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0.0,668548789,2023,2016-01-06 00:01:01.000001
Mar,Honda,Urban,Mar,Female,Married,Policy Holder,Sport,22467,400,3.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,613794237,2023,2020-10-21 00:01:01.000001
Feb,Mazda,Urban,Feb,Female,Married,Third Party,Sport,26883,700,1.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0.0,170621472,2023,2016-08-27 00:01:01.000001
Mar,Toyota,Urban,Apr,Female,Married,Third Party,Sedan,10377,400,2.0,more than 30,more than 30,none,over 25,No,No,External,4 to 8 years,2 vehicles,All Perils,,814251234,2023,2016-08-27 00:01:01.000001
Mar,Chevrolet,Urban,Apr,Female,Married,Third Party,Sedan,22140,400,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,521847793,2023,2017-03-15 00:01:01.000001
May,Mazda,Urban,May,Female,Married,Policy Holder,Sedan,26090,400,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,294860925,2023,2017-01-12 00:01:01.000001
May,Pontiac,Urban,May,Female,Married,Policy Holder,Sedan,33180,400,3.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,255215646,2023,2017-11-16 00:01:01.000001
Apr,Toyota,Rural,Apr,Female,Single,Policy Holder,Sport,38499,400,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,810007853,2023,2018-05-07 00:01:01.000001
Jul,Toyota,Urban,Jul,Female,Single,Policy Holder,Sedan,21233,400,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,775395070,2023,2020-08-18 00:01:01.000001
Jun,Toyota,Urban,Jun,Female,Married,Policy Holder,Sedan,26340,400,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,104732872,2023,2017-05-13 00:01:01.000001
Aug,Mazda,Rural,Sep,Female,Single,Third Party,Sport,83663,400,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,811883583,2023,2019-12-16 00:01:01.000001
Mar,Chevrolet,Urban,Mar,Female,Married,Policy Holder,Sedan,83536,400,3.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,900483113,2023,2018-11-04 00:01:01.000001
Mar,Pontiac,Urban,Mar,Female,Married,Policy Holder,Sport,21690,400,4.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,173090921,2023,2016-11-28 00:01:01.000001
Mar,Accura,Urban,Mar,Female,Married,Policy Holder,Sport,28068,,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,845975097,2023,2017-10-24 00:01:01.000001
Mar,Chevrolet,Urban,Mar,Female,Married,Policy Holder,Sport,20696,400,2.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,434584979,2023,2017-04-22 00:01:01.000001
Apr,Honda,Urban,Apr,Female,Married,Policy Holder,Sport,31899,400,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,588175894,2023,2018-10-03 00:01:01.000001
Apr,Honda,Urban,Apr,Female,Single,Policy Holder,Sedan,16097,400,4.0,more than 30,more than 30,2 to 4,over 25,Yes,No,External,no change,1 vehicle,All Perils,,458383979,2023,2018-09-26 00:01:01.000001
Feb,Honda,Urban,Feb,Female,Single,Third Party,Sedan,20151,400,3.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,184767398,2023,2018-02-17 00:01:01.000001
Feb,Honda,Urban,Feb,Female,Single,Policy Holder,Sport,86862,400,3.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,433219755,2023,2019-03-05 00:01:01.000001
Feb,Honda,Urban,Feb,Female,Married,Policy Holder,Sport,22916,400,3.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Liability,0.0,902289773,2023,2016-07-06 00:01:01.000001
Feb,Honda,Urban,Feb,Female,Single,Third Party,Sport,22122,400,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,820750263,2023,2018-05-08 00:01:01.000001
Apr,Mazda,Urban,Apr,Female,Single,Policy Holder,Sedan,22441,400,2.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0.0,857064176,2023,2017-09-14 00:01:01.000001
May,Pontiac,Urban,May,Female,Married,Third Party,Sedan,25100,400,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,914590694,2023,2016-11-22 00:01:01.000001
May,Pontiac,Rural,May,Female,Single,Third Party,Sedan,20501,400,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,4 to 8 years,2 vehicles,Collision,0.0,684780475,2023,2018-08-19 00:01:01.000001
May,Chevrolet,Urban,May,Female,Married,Policy Holder,Utility,95462,400,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,895533536,2023,2019-04-21 00:01:01.000001
Apr,Honda,Urban,Apr,Female,Single,Policy Holder,Sport,97908,400,1.0,more than 30,more than 30,1,25 and under,No,No,External,no change,1 vehicle,Liability,0.0,442658220,2023,2023-06-18 00:01:01.000001
Mar,Chevrolet,Urban,Mar,Female,Single,Third Party,Sedan,93088,400,3.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,387351375,2023,2018-12-28 00:01:01.000001
Jul,Toyota,Urban,Jul,Female,Married,Policy Holder,Sedan,35445,400,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,720126503,2023,2017-12-10 00:01:01.000001
Jul,Chevrolet,Urban,Jul,Female,Married,Policy Holder,Sport,20715,400,3.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,394802130,2023,2019-11-30 00:01:01.000001
Jul,Pontiac,Urban,Jul,Female,Single,Policy Holder,Sport,36887,400,3.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0.0,706633016,2023,2018-04-06 00:01:01.000001
Aug,Toyota,Urban,Sep,Female,Married,Policy Holder,Sedan,94743,700,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,855091081,2023,2017-02-17 00:01:01.000001
Aug,Honda,Urban,Aug,Female,Married,Third Party,Sedan,27420,400,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,973273480,2023,2016-02-27 00:01:01.000001
Oct,Toyota,Urban,Oct,Female,Single,Policy Holder,Sedan,28128,400,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,932223155,2023,2017-09-09 00:01:01.000001
Nov,Toyota,Urban,Nov,Female,Married,Policy Holder,Sedan,10529,400,4.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,740639902,2023,2016-03-20 00:01:01.000001
Nov,Pontiac,Rural,Feb,Female,Married,Policy Holder,Sedan,35823,400,2.0,more than 30,more than 30,2 to 4,over 25,,No,External,no change,3 to 4,Collision,0.0,789727856,2023,2017-05-10 00:01:01.000001
Feb,Mazda,Urban,Mar,Female,Married,Third Party,Sedan,34517,400,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,238021218,2023,2017-02-18 00:01:01.000001
Feb,Dodge,Urban,Feb,Female,Single,Policy Holder,Sedan,35177,400,1.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,442343563,2023,2018-03-31 00:01:01.000001
Apr,Toyota,Urban,Apr,Female,Married,Policy Holder,Sport,34650,400,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,174988398,2023,2016-08-09 00:01:01.000001
Apr,VW,Urban,Apr,Female,Single,Policy Holder,Sport,32838,400,2.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,486797137,2023,2016-10-16 00:01:01.000001
Apr,Pontiac,Urban,Apr,Female,Married,Policy Holder,Sedan,25757,400,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,436687537,2023,2016-04-20 00:01:01.000001
Apr,Honda,Urban,Apr,Female,Married,Policy Holder,Sport,58351,400,3.0,15 to 30,15 to 30,none,over 25,No,No,External,no change,1 vehicle,Liability,0.0,702931450,2023,2016-08-29 00:01:01.000001
May,VW,Urban,May,Female,Married,Policy Holder,Sedan,22284,400,4.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0.0,956218811,2023,2016-07-25 00:01:01.000001
Jun,Honda,Urban,Jun,Female,Single,Policy Holder,Sport,25180,400,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,4 to 8 years,2 vehicles,Liability,0.0,184785788,2023,2018-06-27 00:01:01.000001
Jun,Pontiac,Urban,Jun,Female,Married,Policy Holder,Sport,35933,400,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,160819152,2023,2016-09-24 00:01:01.000001
Jul,VW,Urban,Jul,Female,Married,Policy Holder,Sedan,42217,400,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,517802282,2023,2016-03-28 00:01:01.000001
Jul,Toyota,Urban,Jul,Female,Married,Policy Holder,Sedan,28730,400,3.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0.0,445546609,2023,2016-07-07 00:01:01.000001
Sep,Mazda,Urban,Sep,FEMALE,Married,Policy Holder,Sport,26706,400,3.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Liability,0.0,617777203,2023,2018-02-27 00:01:01.000001
Oct,Toyota,Urban,Nov,Female,Married,Policy Holder,Sedan,26594,400,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,724427233,2023,2017-12-04 00:01:01.000001
Nov,Toyota,Urban,Nov,Female,Married,Policy Holder,Sedan,10976,400,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,317918392,2023,2017-04-23 00:01:01.000001
Sep,Mazda,Urban,Sep,Female,Married,Policy Holder,Sedan,6480,400,2.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0.0,251434455,2023,2018-05-26 00:01:01.000001
May,Toyota,Rural,Jun,Female,Single,Policy Holder,Sport,28714,400,1.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,666664456,2023,2018-10-02 00:01:01.000001
May,Toyota,Rural,May,Female,Married,Third Party,Sedan,22683,400,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,144019296,2023,2016-06-02 00:01:01.000001
Jun,Pontiac,Urban,Jun,Female,Married,Policy Holder,Sedan,37720,400,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,244261312,2023,2016-08-21 00:01:01.000001
Jun,Pontiac,Urban,Jun,Female,Single,Policy Holder,Sedan,11514,400,4.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,284163519,2023,2018-01-20 00:01:01.000001
Jul,Accura,Urban,Jul,Female,Single,Policy Holder,Sport,28670,400,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,969866348,2023,2018-02-04 00:01:01.000001
Jul,Chevrolet,Urban,Jul,Female,Married,Policy Holder,Utility,90921,400,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,295187138,2023,2017-11-14 00:01:01.000001
Jun,Toyota,Urban,Jul,Female,Single,Third Party,Sedan,26521,400,4.0,more than 30,more than 30,1,25 and under,No,No,External,no change,1 vehicle,Collision,0.0,759802118,2023,2022-10-18 00:01:01.000001
Jun,Toyota,Urban,Jun,Female,Single,Policy Holder,Sport,26866,400,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,835220996,2023,2018-06-25 00:01:01.000001
Jun,Mazda,Urban,Jun,Female,Single,Third Party,Sedan,28731,400,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,440733619,2023,2018-01-15 00:01:01.000001
Oct,Pontiac,Urban,Oct,Female,Married,Policy Holder,Sedan,27964,400,4.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,567389568,2023,2016-06-28 00:01:01.000001
Oct,Chevrolet,Urban,Nov,Female,Single,Policy Holder,Sedan,22520,,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,732065401,2023,2018-09-21 00:01:01.000001
Oct,Pontiac,Rural,Oct,Female,Married,Policy Holder,Sedan,76409,400,2.0,more than 30,more than 30,2 to 4,over 25,No,,External,no change,1 vehicle,All Perils,0.0,135608513,2023,2017-12-04 00:01:01.000001
Mar,Chevrolet,Urban,Mar,Female,Married,Policy Holder,Utility,77329,400,2.0,more than 30,more than 30,none,over 25,No,No,External,4 to 8 years,2 vehicles,All Perils,0.0,854265124,2023,2016-09-09 00:01:01.000001
Mar,Honda,Urban,Mar,Female,Married,Policy Holder,Sedan,26075,400,1.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0.0,446020418,2023,2018-09-16 00:01:01.000001
May,Pontiac,Urban,May,Female,Married,Policy Holder,Sport,35189,400,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,751030448,2023,2016-09-26 00:01:01.000001
Jun,Chevrolet,Urban,Jun,Female,Married,Policy Holder,Sport,69769,400,4.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,817368496,2023,2017-02-03 00:01:01.000001
May,Chevrolet,Urban,May,Female,Married,Policy Holder,Sport,22135,400,3.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Liability,0.0,401274848,2023,2019-10-28 00:01:01.000001
May,Toyota,Urban,May,Female,Single,Policy Holder,Sport,20766,400,4.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0.0,809044923,2023,2018-04-13 00:01:01.000001
Jul,Toyota,Urban,Jul,Female,Married,Third Party,Sedan,11025,400,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,681327456,2023,2016-01-02 00:01:01.000001
Jul,Toyota,Rural,Jul,Female,Single,Policy Holder,Sedan,27446,400,1.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,214775405,2023,2018-02-09 00:01:01.000001
Sep,Pontiac,Urban,Sep,Female,Single,Policy Holder,Sedan,27862,400,1.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0.0,697012575,2023,2019-03-18 00:01:01.000001
Oct,Mazda,Urban,Oct,Female,Married,Policy Holder,Sport,47653,400,1.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,815509694,2023,2018-08-03 00:01:01.000001
Sep,Pontiac,Urban,Sep,Female,Married,Policy Holder,Sport,23207,400,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Liability,0.0,736041586,2023,2017-05-17 00:01:01.000001
Dec,VW,Urban,Dec,Female,Married,Policy Holder,Sedan,37425,400,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,914066247,2023,2016-07-06 00:01:01.000001
Mar,Pontiac,Urban,Mar,Female,Married,Policy Holder,Sport,24511,500,2.0,more than 30,more than 30,none,over 25,No,No,Internal,2 to 3 years,3 to 4,Liability,0.0,252358831,2023,2017-04-02 00:01:01.000001
Oct,Mazda,Urban,Nov,Female,Married,Policy Holder,Sedan,28314,400,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,930605445,2023,2017-02-19 00:01:01.000001
Oct,Honda,Urban,Oct,Female,Married,Policy Holder,Sedan,21676,400,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,1 year,1 vehicle,Collision,0.0,672346844,2023,2016-05-29 00:01:01.000001
Aug,Mazda,Urban,Aug,Female,Married,Policy Holder,Sport,37511,400,3.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,741501458,2023,2017-04-14 00:01:01.000001
Jul,Toyota,Rural,Aug,Female,Married,Third Party,Sedan,37593,400,3.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0.0,136285712,2023,2016-05-30 00:01:01.000001
Jun,Honda,Urban,Jun,Female,Single,Policy Holder,Sedan,24057,400,3.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0.0,664393564,2023,2019-06-22 00:01:01.000001
Jun,Mazda,Urban,Jul,Female,Married,Policy Holder,Sedan,20279,400,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,958024492,2023,2016-10-03 00:01:01.000001
Jun,Toyota,Rural,Jun,Female,Married,Policy Holder,Sport,37409,400,4.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,881998806,2023,2017-02-05 00:01:01.000001
Jun,Mazda,Urban,Jun,Female,Married,Third Party,Sedan,24656,400,4.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,863060106,2023,2017-06-21 00:01:01.000001
May,Toyota,Urban,May,Female,Single,Policy Holder,Sedan,25073,400,3.0,more than 30,more than 30,none,25 and under,No,No,External,4 to 8 years,2 vehicles,All Perils,0.0,433721299,2023,2020-11-13 00:01:01.000001
Apr,Toyota,Urban,Apr,Female,Married,Policy Holder,Sport,30791,400,3.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0.0,248239075,2023,2018-02-24 00:01:01.000001
Apr,Pontiac,Urban,Apr,Female,Married,Policy Holder,Sport,1863,400,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,647425010,2023,2017-02-28 00:01:01.000001
Feb,Mazda,Urban,Feb,Female,Married,Policy Holder,Sport,26401,400,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,921905171,2023,2018-09-27 00:01:01.000001
Feb,Pontiac,Urban,Feb,Female,Married,Third Party,Sedan,81922,400,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,512476257,2023,2016-10-31 00:01:01.000001
Jan,Chevrolet,Urban,Feb,Female,Single,Policy Holder,Sport,24882,400,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,361817796,2023,2018-10-05 00:01:01.000001
Jan,Pontiac,Urban,Feb,Female,Single,Policy Holder,Sport,31519,400,1.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Liability,0.0,745598840,2023,2017-12-09 00:01:01.000001
Nov,Mazda,Urban,Nov,Female,Married,Third Party,Sport,21625,400,3.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,576716145,2023,2018-12-08 00:01:01.000001
Oct,Toyota,Urban,Oct,Female,Married,Policy Holder,Sport,46717,400,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,492125267,2023,2019-06-14 00:01:01.000001
Oct,Mazda,Rural,Oct,Female,Single,Third Party,Sedan,23735,400,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,139202566,2023,2018-01-22 00:01:01.000001
Oct,Pontiac,Urban,Oct,Female,Married,Policy Holder,Sedan,18281,400,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,590677154,2023,2017-06-02 00:01:01.000001
Sep,Ford,Urban,Nov,Female,Married,Policy Holder,Sedan,38966,400,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,659594200,2023,2016-01-02 00:01:01.000001
Sep,Mazda,Urban,Sep,Female,Married,Policy Holder,Utility,90897,400,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,762216618,2023,2017-01-23 00:01:01.000001
Aug,Chevrolet,Urban,Aug,Female,Married,Policy Holder,Sedan,94263,400,1.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,241958424,2023,2016-05-07 00:01:01.000001
Aug,Accura,Urban,Sep,Female,Single,Policy Holder,Utility,93423,,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,713242560,2023,2019-10-06 00:01:01.000001
Mar,Pontiac,Urban,Mar,Female,Married,Third Party,Sedan,25184,400,4.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,549464323,2023,2016-07-19 00:01:01.000001
May,Pontiac,Urban,May,Female,Single,Policy Holder,Sedan,28580,400,2.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,661762568,2023,2018-07-06 00:01:01.000001
May,Mazda,Urban,May,Female,Single,Policy Holder,Sedan,26060,400,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,105573764,2023,2018-06-21 00:01:01.000001
May,Pontiac,Urban,Jun,Female,Married,Policy Holder,Sport,23844,400,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,855900512,2023,2016-05-30 00:01:01.000001
May,Honda,Rural,May,Female,Married,Policy Holder,Sport,28211,400,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,170262118,2023,2016-11-01 00:01:01.000001
Apr,Accura,Urban,May,Female,Married,Policy Holder,Sport,20084,400,2.0,more than 30,more than 30,1,over 25,No,No,External,4 to 8 years,2 vehicles,Liability,0.0,490754468,2023,2017-05-03 00:01:01.000001
Apr,Toyota,Urban,May,Female,Single,Third Party,Sedan,28861,400,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,641552527,2023,2017-03-07 00:01:01.000001
Apr,Chevrolet,Urban,Apr,Female,Married,Policy Holder,Utility,72168,400,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,164940707,2023,2017-05-04 00:01:01.000001
Mar,Accura,Urban,Apr,Female,Married,Policy Holder,Sport,30218,400,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,346394706,2023,2017-06-16 00:01:01.000001
Jul,Honda,Urban,Jan,Female,Single,Policy Holder,Sedan,80694,400,3.0,more than 30,more than 30,1,25 and under,No,No,External,no change,1 vehicle,Collision,0.0,658020253,2023,2023-06-17 00:01:01.000001
May,Honda,Urban,Feb,Female,Single,Policy Holder,Sedan,87677,400,4.0,more than 30,more than 30,1,25 and under,No,No,External,no change,1 vehicle,Collision,0.0,370361244,2023,2023-08-16 00:01:01.000001
Mar,Toyota,Urban,Mar,Female,Married,Third Party,Sedan,20592,400,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,795228475,2023,2018-04-05 00:01:01.000001
Mar,Mazda,Urban,Mar,Female,Married,Policy Holder,Sedan,26287,400,1.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,503335964,2023,2016-03-30 00:01:01.000001
Feb,Honda,Urban,Feb,Female,Married,Policy Holder,Sport,74659,400,4.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0.0,480969984,2023,2021-11-29 00:01:01.000001
Apr,Toyota,Urban,Apr,Female,Single,Policy Holder,Sedan,23310,400,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,383231116,2023,2020-03-13 00:01:01.000001
Sep,Mazda,Urban,Nov,Female,Married,Policy Holder,Sedan,27078,400,3.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,705056247,2023,2017-11-20 00:01:01.000001
Sep,Honda,Urban,Sep,Female,Divorced,Policy Holder,Sport,22544,400,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,3 to 4,Liability,0.0,716405475,2023,2017-04-02 00:01:01.000001
Nov,Honda,Urban,Nov,Female,Single,Third Party,Sport,75727,400,3.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,839209971,2023,2017-11-21 00:01:01.000001
Sep,Toyota,Urban,Sep,Female,Single,Third Party,Sedan,28065,400,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,651435067,2023,2017-01-11 00:01:01.000001
Aug,Chevrolet,Urban,Aug,Female,Single,Third Party,Sedan,23912,400,1.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,910163662,2023,2017-08-17 00:01:01.000001
Jul,Toyota,Urban,Aug,Female,Married,Policy Holder,Sedan,77780,400,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,365322207,2023,2016-07-29 00:01:01.000001
Jul,Honda,Urban,Jul,Female,Married,Third Party,Sport,95109,400,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,905679361,2023,2017-10-01 00:01:01.000001
Jul,Chevrolet,Urban,Jul,Female,Married,Policy Holder,Sedan,35470,400,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,766280996,2023,2016-06-07 00:01:01.000001
Jul,Honda,Urban,Jul,Female,Married,Policy Holder,Sedan,13869,700,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,324924822,2023,2016-03-20 00:01:01.000001
Jul,Mazda,Urban,Jul,Female,Single,Policy Holder,Sedan,20483,400,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,744391163,2023,2018-07-18 00:01:01.000001
Jun,Chevrolet,Urban,Jul,Female,Married,Policy Holder,Utility,69337,400,2.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,181878118,2023,2017-02-16 00:01:01.000001
May,Honda,Urban,May,Female,Single,Third Party,Sedan,23636,400,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,727567616,2023,2019-04-10 00:01:01.000001
Apr,Toyota,Urban,May,Female,Married,Third Party,Sedan,25176,400,3.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0.0,521441514,2023,2017-11-01 00:01:01.000001
